,category,text
41997,Electronics,"Canon PG-47 Ink Cartridge (Black) Colour:Black                                                                                 |                            Style name:Regular    Canon PG-47 Ink Cartridge (Black) Smooth Performance Running out of Ink for your Canon Inkjet printer? Get the Canon original PG-47 Ink Cartridge for flawless prints. This black ink cartridge offers smear free prints that lasts for a long time. Be it home or office, it is easy to install and not messy at all. It is engineered for high performance with smudge free, no smears and rich prints. With a high yield capacity of 400 pages, this cartridge is meant for superior performance. The durable and sturdy cartridge makes sure your Canon printer works smoothly without any glitches. Make sure you use original cartridge for a flawless printing experience.  Compatibility and Design Built for inkjet printing technology, this Canon Cartridge is compatible with Canon E400 printers. Get prominent and superior prints at your office or at home with this cartridge. Your kid’s homework print or that urgent print at office can happen in no time with perfection. It has a dimension of 4.5 x 3 x 4.5 cm that fits perfectly for Canon’s Inkjet technology. It is light weight with just 32 g. You can easily carry it along with your office stationary. Grab the Canon PG-47 Ink Cartridge (Black) for improved productivity."
25196,Books,"Vedic Mathematics Made Easy Review I purchased this book with the intent of showing my Math Team members some of the ""tricks"" that are shown in this book for use in math competitions, but I have also ended up using this material in my Algebra 2 classes. The information provided is well worth the price and has already payed big dividends. My Algebra 2 students learned how to solve systems of linear equations MUCH faster and easier than using matrices on a graphing calculator...this is quite a feat! My Math Team members can now mentally multiply 2- and 3-digit numbers and can square any 2-digit number. They learned this all within 1 week after I received the book. I am incorporating also how to do mental math so my students develop a sense of how numbers work...some of the mystery of numbers has been dispelled. I only received Vedic Mathematics the week before Thanksgiving break and I have yet to delve deeper into its secrets, but I have already glimpsed the power within its pages. I have also begun to show my 5th grade son some of the methods for multiplying and dividing 2- and 3-digit numbers on paper in a way that is shorter and faster using only one line instead of using multiple partial products. I will definitely look into incorporating these methods into my regular curriculum and maybe even teach a separate tutoring section for the state high-stakes tests (they are the scourge of real teaching). --By Pythagorus on December 1, 2011This is an excellent book. It is very easy to read and to understand. The mathematical methods explained are easy to use and remember. I am using the information in the book to teach math to my four year old great-grandson. I recommend this book to everyone who desires to understand useful mathematics and to those who want to teach children mathematics. --By Nicholas A. De Martinis on July 25, 2010The author has done an excellent job to document the Influence of ancient mathematics from India to the modern world. It is written in an easy to read style so that even the beginners can understand the gist of the book. The professionals will appreciate the elegance of the solutions to many problems done in easier ways than what is taught in modern math. --The author has done an excellent job to document the Influence of ancient mathematics from India to the modern world. It is written in an easy to read style so that even the beginners can understand the gist of the book. The professionals will appreciate 				    	 					 About the Author About the Author: Dhaval Bathia is an Indian author and trainer. He was born on 26 June 1983. He published his first book at the age of 17. He graduated from Narsee Monjee College. His other books include How to Top Exams and Enjoy Studies, The Best of Sudoku and He Swam with Sharks for an Ice-cream."
43255,Electronics,"Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi), Space Grey Size name:32GB                                                                                 |                            Style name:Wi-Fi                                                                                 |                            Colour:Space Grey   Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi), Space Grey"
22929,Books,Welcome to Dead House (Classic Goosebumps) 
2604,Household,"Cello Orchid Center Table (Sandalwood Brown) Color:Sandalwood Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this centre table is well crafted and designed."
28040,Books,E-Tailor 100 Pages Handmade Vintage Genuine Leather Non-Blotting Paper Diary Foldable with Box (Brown)
47102,Electronics,"Deception Point About the Author Dan Brown is the bestselling author of The Da Vinci Code, Angels & Demons, and Digital Fortress. He lives in New England with his wife. Visit the author at www.danbrown.com. 				    	 					 From AudioFile Now that Brown has hit it big with THE DA VINCI CODE, some of his older works are coming out in audio. This one is about NASA, a ""find"" beneath the Arctic ice, a slimy senator who wants to be president, and his daughter, who works for the current president. Character development has been sacrificed for scientific detail, at least in the shortened version, but Boyd Gaines does his best to give everyone a voice, delivering the expository details with the authority of a news anchor. Listen for the plot and the ""Cryptalk"" and ignore lines like ""Then it happened."" J.B.G. © AudioFile 2004, Portland, Maine-- Copyright © AudioFile, Portland, Maine"
19809,Books,"The Theory of Everything: The Origin and Fate of the Universe From AudioFile Physicist Stephen Hawking suffers from amyotrophic lateral sclerosis, also known as Lou Gehrig's disease. The condition has progressed to the point where he can no longer speak for himself. Hawking, therefore, uses a voice synthesizer to deliver this series of popular lectures on black holes, current physics theories, and the nature of time and space. The synthesizer paces sentences oddly and slurs an occasional word; Hawking jokes about being unable to get rid of its American accent. However, listeners will soon adapt to the oddities of delivery, and once they do, will find themselves inspired by the sweep and clarity of Hawking's mind, and by his warmth and bravery. G.T.B. © AudioFile 2002, Portland, Maine-- Copyright © AudioFile, Portland, Maine"
40092,Electronics,"AirCase AP-HDC External Hard Drive Case for 2.5-Inch Hard Drive (Gray) 2.5 inch external portable hard disk drive carry cover protector/pouch/bag/case. Protect your portable hard disk drive, store your necessary USB cords, pen-drives and never lose a single byte of your precious data. Best in its class product. All AirCase brand products are backed with aesthetic appeal. All AirCase IT products come with 6 month warranty on manufacturing defects and failure to perform. Compatible with all the 2.5-inch hard disk drives of all major brands including WD, Seagate, Sony, Transcend, ADATA, Hitachi, iomega, Toshiba, Dell, Lenovo, HP and other 2.5 inch hard drive disk."
36814,Clothing & Accessories,"Finesse Mock Camisole - Set of 3 Finesse Miracle Cami Slips are pretty and practical all year round. Fill in that low neckline or when your top maybe transparent at the neckline. Finesse Miracle Cami are easy and comfortable way to give you cleavage coverage whenever you need it. Gives a sophisticated layered look without added bulk. Attach easily to bra straps. 95% Cotton, 5% Lycra material is machine washable. One size fits all. Interchangeable with different outfits. Elasticated One size fits all. Set of 3 - Black, Red and Royal Blue"
35728,Clothing & Accessories,"Van Heusen Sport Men's Solid Regular Fit Polo Van Heusen Polos are available in various fabrics, jerseys, pique, interlock made out of soft long staple cotton fibre giving them a softhand feel. Available in solids,stripes, engineered and abstract patterns spread over an array of colours, you will always find something suited to the occasion."
43549,Electronics,"Dell Inspiron One 24 3459 Z266102HIN9 23.8-inch All-in-One Desktop (Core i3-6100U/4GB/1TB/Windows 10/Integrated Graphics), Black Dell provides technology solutions, services & support. Buy Laptops, Touch Screen PCs, Desktops, Servers, Storage, Monitors, Gaming & Accessories."
37086,Clothing & Accessories,"Lovable Women's Cotton Brief (Pack of 3)(Colors May Vary) Our Company, incorporated in the year 1987, is one of India’s leading women’s innerwear manufacturers. Our products include brassieres, panties, slips / camisoles, homewear, shapewear, foundation garments and sleepwear products. On December 26, 1995, our Company was licensed the brand “Lovable” from Lovable World Trading Company, USA. Subsequently, by an agreement dated December 23, 2000, our Company acquired the brand “Lovable” from Lovable World Trading Company, USA on an exclusive basis for the territories of India, Nepal, Sikkim and Bhutan. The innerwear products manufactured under the brand “Lovable” cater to the premium segment market in India."
26529,Books,"Start With Why: How Great Leaders Inspire Everyone To Take Action Review This book is so impactful, I consider it required reading (Tony Robbins, bestselling author of Awaken The Giant Within)A deep, abiding understanding of what you want to inspire, and how you want to lead is the basis of this inspirational book (Forbes)One of the most useful and powerful books I have read in years. Simple and elegant, it shows us how leaders should lead (William Ury, co-author of Getting to Yes)A powerful and penetrating exploration of what separates great companies and great leaders from the rest (Polly LaBarre, co-author of Mavericks at Work) 				    	 					 About the Author Born in 1973 in Wimbledon, Simon Sinek now resides at New Jersey. His first speech at the TEDx is the seventh most viewed video on YouTube. The author has penned several books along the same line and has been among America's best Corporate Bestsellers. Apart from this, he has written articles for several magazines and newspapers as well."
18183,Household,"Decals Design 'Branch Flowers and Cage' Wall Sticker (PVC Vinyl, 90 cm x 60 cm) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
32495,Clothing & Accessories,SHAHI Kids Indian Designer Golden Punjabi Traditional Jutti Shoes Ethnic Mojari SPF-2010
908,Household,"HOMEGENIC SAFARI Rattan Design Virgin Polypropylene Chair, 80cm (Brown) - Set of 4 HOMEGENIC presents luxury collection of rattan design chairs that brings to you class, style and luxury in this elegant piece of furniture. The rattan finish chair is designed to make those homes truly beautiful. Built of rock solid plastic, this chair symbolizes strength and quality. Home, lawn, porch, patio - have these brown-colored beauties wherever you want. Get a few of these online right now."
15905,Household,"Whirlpool 8 kg Semi-Automatic Top Loading Washing Machine (Ace Turbodry 8.0, Coral Purple) Turbodry Technology - Turbodry technology gives you perfectly dry clothes in 15 minutes of sundrying. High Efficiency Motor - High efficiency motor that gives robust performance on speeds up to 1450 rpm. Smart Handle - The smart handle of the Whirlpool Ace makes it easy for you to move the machine around without any help. Big Wheels - Whirlpool Ace comes fitted with a big wheels so that you can easily move the machine around making it more robust and stable. 5 Year Warranty - 5 year warranty on wash motor and prime mover."
30455,Books,"The Free Voice: On Democracy, Culture and the Nation About the Author RAVISH KUMAR, writer, journalist and social commentator, is Senior Executive Editor with NDTV India. He is also the author of 'Ishq Mein Shahar Hona', 'Dekhte Rahiye' and 'Ravishpanti'."
13371,Household,"Bajaj GX-1 500-Watt Mixer Grinder with 3 Jar Makes Cooking Fun and Hassle-Free   Want to grind and blend to perfection? Use the Bajaj GX-1 500-Watt Mixer Grinder available online on Amazon India. It will help you churn out dishes just as good as the ones at your favourite restaurant. This utilitarian mixer grinder comes with three jars that have different capacities and functions. With these jars, you can make fine paste and chutney, blend and mix juices, grind spices and do a lot more. The Bajaj GX-1 Mixer Grinder is easy to use and it helps you to make the cooking process speedier.   Sure to Meet Your Expectations   The Bajaj GX-1 500-Watt Mixer Grinder has a sleek and contemporary design that facilitates ease of use as well as storage. Besides, the hardened steel blade that operates at 600 W powers ensures quick processing. Its overload protector ensures safety and can guard the appliance from short circuit or damage. The appliance comes with a programmed shut-off feature and a motor overload protector which is automated to prevent the mixer from getting damaged.   Packed with Additional Features   Want to make dosa batters and dry masalas at home? The Bajaj GX-1 500-Watt Mixer Grinder lets you do so as it can be used to grind both wet and dry ingredients effortlessly. The appliance has an ergonomic design, comes with easy-to-use knobs and buttons, and consumes around 500 watts of power to function. It has a compact make which lets you conveniently store this device on the kitchen top or shelf without any hassle. While the main unit is made of fine quality ABS plastic that is rustproof, the leakproof design prevents leakage and ensures safety while using this mixer grinder.  Note: Incase of any issue with the product, kindly contact_us on: [ 18001025963 ]"
13333,Household,"Prestige PIC 15.0+ 1900-Watt Induction Cooktop (Black) Style:PIC 15.0+ 1900-Watt Induction Cooktop (Black)   Sleek and stylishly designed, the Prestige Induction Cooktop PIC 15.0 cooks faster and consumes less power. With superior features like feather-touch buttons, preset Indian Menu option and an in-built voltage regulator, it's a must-have cooktop you can't afford to miss."
2580,Household,"APEX Chairs Delta MB Chair Umbrella Base Office Chair Small Size Office Chair which takes bit low space in your office or home. Contoured mesh back for breathability its PUSH BACK TILT mechanism with Lock facility to support your body's natural movements gives great comfort. ADJUSTABLE SEAT HEIGHT from minimum of 18 inches to 23 inches (adjustment of 5 inches) with a pneumatic gas lift system enables you to easily adjust the height of the seat by just flipping the one lever up under the seat. This office chair with a 360-degree swivel offers a versatile range of motion; and the 5 smooth casters make it easy to roll around your office as needed, allowing for multi-tasking convenience DURABLE AND SAFE TO USE: Delta office chair is sturdy to support up to 120 kgs of evenly distributed weight. We conduct several tests on the products on various parameters such as quality of Raw Material, Finish, Polish, Sturdiness and Durability to ensure that these products are in conformance with International Quality Standards."
48207,Electronics,Woodman 7 Inch Full HD LED Monitor (USB & Bluetooth)/ Car Video Monitor/Care Rear View Screen/Car Screen/Car Monitor/
2256,Household,"Fursure Upholstered 5 Seater Sofa Set (Grey) (3+1+1) Modern Style & Jute Fabric Material Size:Standard                                                                                 |                            Color:Grey   As cute and appealing as a brownie, the Jute sofa 5-seater sofa set is the very definition of comfort! Don't let the cuteness put you to worry, this sofa is as pocket-friendly as it is elegant! Buy this set and it will certainly be the focal point of any drawing room! Jute sofas are the most beautiful pieces to add a rustic charm to any space! Which is why this 5 seater jute sofa in grey is a dream come true for every homeowner. And that’s not all, the color is so versatile that it will fit like a dream into any space and blend it with your other decor elements easily! Cushions are not included in it, only 3+1+1 seater sofa will be provided. EMI Options are available, Color & Design can be customized as per your need, Material used inside - Foam, Material used outside - Upholstery fabric."
43272,Electronics,"Apple iPad (Wi-Fi, 32GB) - Space Grey Size name:32GB                                                                                 |                            Style name:Wi-Fi                                                                                 |                            Colour:Space Grey   Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi), Space Grey"
16250,Household,"Ontime Mop And Broom Holder, Multipurpose Wall Mounted Organizer Storage Hooks, Ideal Broom Hanger For Kitchen Garden And Garage 4 position and 5 Hooks holder Use in the laundry, garage, garden, utility room, office and more Wall organizer holds household stick goods with handles of varying thicknesses Insert handle into slot and the gravity controlled rolling ball automatically ajusts to the handle's thickness and holds it securely."
25020,Books,"The Girl in Room 105 About the Author Chetan Bhagat is the author of nine blockbuster books. These include seven novels—Five Point Someone (2004), One Night @ the Call Center (2005), The 3 Mistakes of My Life (2008), 2 States (2009), Revolution 2020 (2011), Half Girlfriend (2014) and One Indian Girl (2016)—and the non-fiction titles What Young India Wants (2012) and Making India Awesome (2015). Chetan’s books have remained bestsellers since their release. Several of his novels have been adapted into successful Bollywood films. The New York Times called him the ‘the biggest-selling English language novelist in India’s history’. Time magazine named him amongst the ‘100 most influential people in the world’, and Fast Company, USA, listed him as one of the world’s ‘100 most creative people in business’. Chetan writes columns for leading English and Hindi newspapers, focusing on youth and national development issues. He is also a motivational speaker and screenplay writer. Chetan quit his international investment banking career in 2009 to devote his entire time to writing and make change happen in the country. He lives in Mumbai with his wife, Anusha, an ex-classmate from IIM-A, and his twin boys, Shyam and Ishaan."
24733,Books,"Craft Hand Traditional Indian Wooden Nesting Doll/ Hand Painted Russian Matryoshka Stacking Dolls- Set of 5 Piece (Lady in Red Saree) Color:Red   Matryoshka doll also known as a Russian nesting doll, stacking dolls, or Russian doll is a set of wooden dolls of decreasing size placed one inside another. Russian matryoshka dolls became popular all over the world during last 20-30 years. A set of matryoshkas consists of a wooden figure which separates, top from bottom, to reveal a smaller figure of the same sort inside, which has, in turn, another figure inside of it, and so on. It is a wonderful decoration for table, room or a fantastic present for your kids. Its high quality and excellent handcrafted toys. About The Craft Hand We are Manufacturer, Supplier and Exporter of Wooden Handicrafts. We have expert team of Craftsman, Carver and Sculptor. Our products are Wooden & Clay Items like Nesting Dolls, Wooden Buddha Head, Buddha Statue & clay Buddha Head, Home Decor Items etc."
17216,Household,"Unique Productions Refrigerator Cover, Handle Cover and Mat Combo (Standard Size) -Set of 3 pieces Key features of the products: fridge top:- it comes with 6 utility pockets 3 on each side to increase its worthiness. Fridge mat it is waterproof and clean. Fridge handle:- beautiful design to enhance the overall beauty of your fridge."
19069,Household,"Homyl Carbide 1/2'' Shank Cabinet Door Router Bits Wood Milling Cutter Power Tools for Woodworking DIY - Silver, 7 Size:7                                                                                 |                            Color Name:Silver   Description: - Solid cemented carbide body ensures high hardness and long service life - Heat resistant coating prevents build-up of sawdust, resin, and pitch - Woodworking router bit fits for wooden doors, wooden frame, cabinet - Use this versatile cutter router bit for cabinet lace door cut - Ensures perfect cuts for creating raised panel doorsSpecification: - Material: Carbide - Shank: 1/2'' - Shank Diameter: 12.7mm - Cutting Diameter: 32mm - 1#: Cutting Length: 7.5mm, Top Part Cutting Dia. : 11mm, Overall Length: 53mm - 2#: Cutting Length: 9mm, Top Part Cutting Dia. : 10mm, Overall Length: 53mm - 3#: Cutting Length: 9mm, Top Part Cutting Dia. : 14mm, Overall Length: 54mm - 4#: Cutting Length: 10mm, Top Part Cutting Dia. : 9mm, Overall Length: 55mm - 5#: Cutting Length: 8mm, Top Part Cutting Dia. : 12mm, Overall Length: 53mm - 6#: Cutting Length: 8mm, Top Part Cutting Dia. : 11mm, Overall Length: 54mm - 7#: Cutting Length: 6mm, Top Part Cutting Dia. : 13mm, Overall Length: 53mm - 8#: Cutting Length: 8mm, Top Part Cutting Dia. : 13mm, Overall Length: 53mmPackage Includes:1 x Cabinet Door Router BitNote:Please allow 1-3mm error due to manual measurement, make sure that you do not mind before you bid.Due to the different monitor and light effect, the actual color may be slightly different from the picture color."
28327,Books,"The Tactical Guide to Women: How Men Can Manage Risk in Dating and Marriage Review ""Lots of great gems for men here: about understanding (and improving) their own dating patterns, about how to screen potential partners for likely trouble and how to be happy in a relationship. Dr. Smith knows what he's talking about, using a wide range of helpful case examples--of failure and success--in this very encouraging book.""--Bill Eddy, lead author of Splitting: Protecting Yourself While Divorcing Someone with Borderline or Narcissistic Personality and co-author of Dating Radar"
15712,Household,"Low Price Waterproof RGB Remote Control Color Changing LED Strip Light, 5 Meter Note: Kindly remove plastic pin from remote to make remote work."
22361,Books,"SSB Interview: The Complete Guide About the Author Dr. (Cdr.) N.K. Natarajan has an experience of over 25 years in the Indian Navy and a three year stint as a Group Testing Officer at the Selection Center in Bhopal. In addition to serving in the navy, he also holds a degree in management and a doctorate in psychology. He has helped assess more than 1500 candidates during his term as a selection officer. 				    	 				        	--This text refers to the Kindle Edition edition."
14772,Household,"LG 20 L Solo Microwave Oven (MS2043DB, Black) The LG Grill microwave oven features 44 auto cook menu with 28 Indian dishes, anti bacteria cavity, keep warm & steam clean are added features. This model comes in white color."
12196,Household,"Nadir Windsor Martini Glass Set, 250ml, Set of 6, Transparent Nadir Glasses are made in Brazil and are tempered glasses with longer durability. These stain resistence glasses are 100 percent hygenic and our used highly in restraunt, bars, café and hotels all over India. Geometria Glass is perfect for serving whiskey, water and cold drinks."
18865,Household,"Freemans Measures Hi - 16 ABS Case Steel White and Blue Measuring Tape (3mx16mm) Hi-16 3 Meter Measuring Tape with Steel Belt Clip on rear and a high quality plastic rubberised carrying sling for portability. Pocket tape. Can be easily kept in pocket. Small size. The width of the bpade is 16mm and length is 3 Meters. The markings are made in meters, centimeters, millimeters, feet, etc. The tape is ISI marked and manufactured as per approved govt. norms. Gk FML is the registered trademark of Freemns Measures Pvt. Ltd."
19689,Books,"Of Counsel: The Challenges of the Modi-Jaitley Economy About the Author Arvind Subramanian is currently a professor of public policy at Harvard University's Kennedy School of Government, having served as an economist at the IMF as well as a senior fellow at the Center for Global Development in Washington, DC, and the Peterson Institute for International Economics. He is the author and co-author of several books, including Eclipse: Living in the Shadow of China's Economic Dominance and India's Turn: Understanding the Economic Transformation, among others."
31120,Books,"Steal Like An Artist Review ""The book is filled with engaging anecdotes and helpful tips taken from Kleon's experience learning to walk on his own creative feet, as well as quotes and stories from big names, ranging from Gide to Goethe to Questlove. - Fast Company co.Design ""Immersing yourself in Steal Like an Artist is as fine an investment in the life of your mind as you can hope to make."" - TheAtlantic.com ""Steal Like An Artist is an actually readable manifesto on how to properly squeeze your brain-juices and unlock your potential."" -- Thrillist 				    	 					 From the Back Cover Unlock your creativity.Steal like an artist.Dont wait until you know who you are to get started.Write the book you want to read.Use your hands.Side projects and hobbies are important.The secret: do good work and share it with people.Geography is no longer our master.Be nice. (The world is a small town.)Be boring. (Its the only way to get work done.)Creativity is subtraction.              See all Product description"
24667,Books,"General Agriculture For I.C.A.R. Examinations (J.R.F., Ph.D., S.R.F. & A.R.S.) About the Author Muniraj Singh Rathore is an author who hails from Jaipur in Rajasthan. He has also authored 'Rainfed Agriculture In India: Perspectives and Challenges', 'Environment and Development,' and 'Marketing of Goats In Rajasthan'. Muniraj Singh Rathore is known for his contributions in the field and science of agriculture."
11920,Household,"Dynore Stainless Steel Egg Cup Set, Set of 4, Silver (DS_203) Set of stainless steel egg cups is an innovative, efficient and timeless kitchenware product. It neatly holds and displays shelled and unshelled eggs."
40915,Electronics,"Pruthvik™ 3.5"" USB External Floppy Disk Drive Portable 1.44 MB FDD for PC Windows 2000/XP/Vista/Windows 7/8/10, No External Driver, Plug and Play 3.5"" USB External Floppy Disk Drive Portable 1.44 MB FDD for PC Windows 98/ME/2000/XP/Vista/Windows 7&8 +Dust External Bag Case,Protect your drive Scratch-Resistant,No Need to Install Drive with CD,Plug and Play  Specifiaction:  - USB Interface  - 3.5-inch 720KB/1.44MB FDD  - Super Slim and lightweight  - Available USB Bus supply current: 500 mA or less  - Data capacity:720KB/1.44MB (Formatted)  - USB DATA Transfer Rate: Full speed/12 Mbps  - Data Transfer Rate:250 Lbits(720KB)/500 Kbits (1.44MB)  - Number of Cylinders; 80  -Rotation speed:300 rpm,360 rpm recording method:MFM  - Media: High Density (2HD) OR Normal Density (2DD)  - Average Latency Time:100 MSEC (1.44MB mode) 83.3 MSEC (720KB mode)  - Operating systems supported: Windows 98/SE/2000/ME/XP/VISTA/Windows 7/Windows 8,Note: it's not compatible with MAC.  Operating temperature:  - Between 4 degrees Belsius and 51 degrees Celsius  - Between 39 degrees Fahrenheit and 125 degrees Fahrenheit  Relative humidity:  - Operating:between 20% and 80%  Hardware requirements  - Computer with USB Port  - USB Universal Host Control  Package Included:  1x External USB Floppy Disk Drive  1x English User ManualNote When Use:  For running smoothly,Please plug our external floppy disk drive into rear USB interface of motherboard directly. If you connect our floppy drive through USB hub,USB extension cable or frontal USB interface,it may can not be recognized by your computer because it cannot get sufficient power from them."
26060,Books,"10TH EXAM SCANNER E1 (COMBINED) [paperback] CPC [Jan 01, 2018] …"
5899,Household,"selective Soft Microfibre Winter Heavy Quilt, Double Size, Metallic Brown Color Name:Metallic Brown   Sleep like a king or queen with ultra microfiber Quilt to give you a luxurious sleeping experience."
45242,Electronics,"Boat Indestructible 3.5mm Male to Male Gold Plated Connectors, Metallic Aux Audio Cable, 1.5 Meter (5 Feet) (Silver Metallic) Colour:Silver Metallic   3.5MM male to 3.5MM male cable â€¢ Compatible with smartphones and tablets â€¢ Spaceship grade aluminum casing ensures long-lasting durability â€¢ Metal braided heavy-duty aux cable, is stress and stretch resistant, protects against day-to-day wear and tear â€¢ Tangle-free cord design eliminates bunching, tangles, knots and 1.5 meters length â€¢ Dual-shielding, polished metal molding, corrosion-resistant plugs deliver crisp sounds and minimal signal loss"
38310,Clothing & Accessories,"Jockey Men's Cotton Socks Jockey International, Inc. is a leading designer, marketer, retailer, and licensor of men’s undergarments and women’s intimates. Jockey is a third generation family-owned company, headquartered between Chicago and Milwaukee in Kenosha, Wisconsin. The company employs over 1,600 associates around the world with operations in Canada, Hong Kong, New York, North Carolina, and Germany. JOCKEY is a registered trademark in over 120 countries."
11700,Household,"Serving Spoons Set of 2 Indian Dinnerware Serveware How you serve a meal is every bit as important as what you're serving if you want to make sure that your dinner guests have a wonderful, memorable experience, the spoons that you use for dishing out entrees and sides can either make serving simple or a mess. Plus, the spoon is one of the first things that guests will see before they experience the food up close, so you want to choose something stylish that makes a great impression. That's why these handmade indian stainless steel & copper serving spoons are the perfect choice for all of your serving needs handmade stainless steel and copper serving spoons are traditional indian dinnerware serving pieces that are handcrafted using techniques that have been employed in north india for generations. A single indian metalworker is responsible for making each spoon, resulting in a level of quality that just can't be duplicated in silverware that is made along assembly lines. With their generously sized bowls, the spoons make dishing out food quick and easy, and they are 8 inches long, which is the standard size for spoons of this kind. Constructed out of the finest of materials, the handmade indian stainless steel and copper decorative serving spoons are both incredibly appealing to the eye and highly functional. The bowls of the spoons are crafted from solid stainless steel, a metal that doesn't react with any food and never develops a tarnish or patina. Strong and scratch resistant, the stainless steel bowls will hold up well to frequent use. The handles of these stylish serving spoons are fashioned out of genuine copper. A hammered finish lends a stylish finishing touch to the overall design of the silverware. Simplify serving everything from a classic Indian curry to american favorites like mashed potatoes and make every dinner party a stylish occasion. Order the handmade Indian steel & copper serving spoons for yourself or as a hostess gift, anniversary gift or wedding gift today"
32718,Clothing & Accessories,"FARETO Baby Boy's and Girl's Cotton Clothing Set (0-3 Months, Multicolour) -Set of 8 This product is made from cotton and finished in an attractive set of colors. It features sleeveless, v-neck, and is targeted towards both baby boys and baby girls. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
26294,Books,"There's No Such Thing as Business Ethics: There's Only One Rule for Making Decisions About the Author John C. Maxwell lives in Atlanta, Georgia."
12414,Household,"Eclat Cristal D'arques Long Champ Goblet Red Wine Glass,250 ml,Set of 6 A piece of jewel replete with a regal cut and alluring appeal, the Longchamp Red Wine Goblet is a must-have for anyone who likes to sip the mysterious notes of red wine in glorious style."
20155,Books,Biography: Dhirubhai Ambani 
18971,Household,"Glun Itek 100 W Hot Melt Glue Gun with on-off Switch, Indicator, 3 Glue sticks Glun glue gun is the gift idea, widely used in home, office, school project, art & craft, mainly used for assembly / repair / fastening / bonding most types of materials, such as plastic, wood, metal, paper, leather, cloth, toys, furniture. Take it with you - take advantage of a compact design and pack this tool to take with you on crafting weekends with friends, vacations, and retreats."
43996,Electronics,"Audio Video 2RCA Stereo Cables with 3.5 mm Aux Jack for Home Theaters, Music Players, Set-up Boxes, Speakers and LCD/LED TVs Stereo Audio Cable For Connecting Two Audio Device To Each Other. Connecting your portable iPod/MP3/MP4 players with this 3.5mm to 3.5mm Highly Flexible HQ Audio Connection Cable Auxiliary Cable to any of your HiFi audio, Car stereo system, CD players, stereos, speakers, headphones, PC/ TV tuners, iPods and other audio devices with 3.5MM plug. Qty: 1 pc Product Features: ÃƒÆ’Ã'Ãƒ''ÃƒÆ’'Ãƒ'Ã‚Â· In the car: Play your iPod, iPhone, Cell Phones with 3.5mm Audio Jack or any other music player on your car stereo through your system's Auxiliary Audio In jack. At home: Connect to your home entertainment center's Auxiliary Audio into the 3.5mm jack. At the computer: Connect your computer speakers via its headphone or Audio Out jack to the 3.5mm cable"
39012,Clothing & Accessories,"CHRONEX Ponytail Hair Bands Holders Elastic Rubber Bands Ties Accessories for Girls/Women A good hair bands tool, hold your hair tightly. Soft metal free elastic for won't hurt your hair. 3 Thicknesses for better hold on different styles. Easy to carry in purse or workout bag so you can change looks instantly. Tie hair without worrying about hair slippage, Large quantity to meet your family needs."
